zzyzzyxx2.rom	game.name	game.name.short	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	game.mature	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
20pacgal	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.08)	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion	Namco / Cosmodog	2000	MultiGame / Compilation	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	288	224	R
20pacgalr0	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.00)	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion	Namco / Cosmodog	2000	UNKNOWN	UNKNOWN	20pacgal	UNKNOWN	2	1	2	joy8way		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	R
20pacgalr1	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.01)	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion	Namco / Cosmodog	2000	MultiGame / Compilation	UNKNOWN	20pacgal	20pacgal	2	1	2	joy8way		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	R
20pacgalr2	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.02)	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion	Namco / Cosmodog	2000	MultiGame / Compilation	UNKNOWN	20pacgal	20pacgal	2	1	2	joy8way		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	R
20pacgalr3	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.03)	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion	Namco / Cosmodog	2000	UNKNOWN	UNKNOWN	20pacgal	UNKNOWN	2	1	2	joy8way		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	R
20pacgalr4	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.04)	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion	Namco / Cosmodog	2000	MultiGame / Compilation	UNKNOWN	20pacgal	20pacgal	2	1	2	joy8way		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	R
25pacmano	Pac-Man - 25th Anniversary Edition (Rev 2.00)	Pac-Man - 25th Anniversary Edition	Namco / Cosmodog	2005	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	UNKNOWN
25pacman	Pac-Man - 25th Anniversary Edition (Rev 2.00)	Pac-Man - 25th Anniversary Edition	Namco / Cosmodog	2005	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	R
280zzzap	280-ZZZAP	280-ZZZAP	Dave Nutting Associates / Midway	1976	Driving / 1st Person	UNKNOWN	UNKNOWN	UNKNOWN	1	2	1	pedal		UNKNOWN	59.541985	H	UNKNOWN	UNKNOWN	260	224	R
2mindril	Two Minute Drill (Ver 2.93A 1994/02/16)	Two Minute Drill	Taito	1993	Electromechanical / Misc.	UNKNOWN	UNKNOWN	UNKNOWN	1	4	1	dial		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
32xe	Mega Drive with 32X (Europe, PAL)	Mega Drive with 32X	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
32x	Genesis with 32X (USA, NTSC)	Genesis with 32X	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
32xj	Mega Drive with 32X (Japan, NTSC)	Mega Drive with 32X	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
32x_mcdj	Mega-CD with 32X (Japan, NTSC)	Mega-CD with 32X	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
32x_mcd	Mega-CD with 32X (Europe, PAL)	Mega-CD with 32X	Sega	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
32x_scd	Sega CD with 32X (USA, NTSC)	Sega CD with 32X	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
386i	386i	386i	Convergent Technologies	1990	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	720	348	UNKNOWN
39in1	39 in 1 MAME bootleg	39 in 1 MAME bootleg	bootleg	2004	MultiGame / Compilation	UNKNOWN	UNKNOWN	UNKNOWN	3	3	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	296	480	R
3b1	3B1	3B1	AT&T	1985	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.821331	H	UNKNOWN	UNKNOWN	720	348	UNKNOWN
3bagflnz	3 Bags Full (3VXFC5345, New Zealand)	3 Bags Full	Aristocrat	1996	Slot Machine / Video Slot	UNKNOWN	3bagflvt	3bagflvt	1	6	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	304	216	R
3bagflvt	3 Bags Full - 5VXFC790 (Victorian)	3 Bags Full - 5VXFC790	Aristocrat	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	6	1	joy8way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	304	216	R
3countb	3 Count Bout / Fire Suplex (NGM-043 ~ NGH-043)	3 Count Bout / Fire Suplex	SNK	1993	Sports / Wrestling	neogeo	neogeo	UNKNOWN	2	4	2	joy8way		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	320	224	R
3countba	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	UNKNOWN	H	4	3	320	224	R
3do	3DO (NTSC)	3DO	The 3DO Company	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	58.622485	H	UNKNOWN	UNKNOWN	1280	240	UNKNOWN
3dobios	3DO Bios	3DO Bios	The 3DO Company	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	58.622485	H	UNKNOWN	UNKNOWN	1280	240	UNKNOWN
3do_m2	3DO M2	3DO M2	3DO	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	384	UNKNOWN
3do_pal	3DO (PAL)	3DO	The 3DO Company	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	70.456847	H	UNKNOWN	UNKNOWN	1280	240	UNKNOWN
3ds	Three Ds - Three Dealers Casino House	Three Ds - Three Dealers Casino House	UNKNOWN	1985	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	7	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
3in1semi	New HyperMan (3-in-1 with Cookie & Bibi & HyperMan)	New HyperMan	SemiCom / XESS	1998	MultiGame / Compilation	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	57.5	H	UNKNOWN	UNKNOWN	256	224	R
3kokushi	Sankokushi (Japan)	Sankokushi	Mitchell	1996	Puzzle / Match	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
3lilpigs	3 Lil' Pigs	3 Lil' Pigs	Doyle & Assoc.	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	96	8	UNKNOWN
3on3dunk	3 On 3 Dunk Madness (US, prototype? 1997/02/04)	3 On 3 Dunk Madness	Video System Co.	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
3stoogesa	The Three Stooges In Brides Is Brides (set 2)	The Three Stooges In Brides Is Brides	Mylstar	1984	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	61.419025	H	UNKNOWN	UNKNOWN	256	240	UNKNOWN
3stooges	The Three Stooges In Brides Is Brides (set 1)	The Three Stooges In Brides Is Brides	Mylstar	1984	Shooter / Field	UNKNOWN	UNKNOWN	UNKNOWN	2	1	3	joy8way		UNKNOWN	61.419025	H	UNKNOWN	UNKNOWN	256	240	R
3super8	3 Super 8 (Italy)	3 Super 8	<unknown>	1993?	Casino / Cards	UNKNOWN	spk116it	UNKNOWN	1	12	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	256	R
3wishrd	Three Wishes Red (Russia) (Atronic)	Three Wishes Red	Atronic	2002	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	256	UNKNOWN
3wondersb	Three Wonders (bootleg)	Three Wonders	bootleg	1991	MultiGame / Compilation	UNKNOWN	3wonders	3wonders	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	59.637405	H	4	3	384	224	R
3wondersh	Three Wonders (hack)	Three Wonders	bootleg	1991	MultiGame / Compilation	3wonders	3wonders	UNKNOWN	2	3	2	joy8way		UNKNOWN	59.61	H	UNKNOWN	UNKNOWN	384	224	R
3wondersr1	Three Wonders (World 910513)	Three Wonders	Capcom	1991	MultiGame / Compilation	UNKNOWN	3wonders	3wonders	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	59.637405	H	4	3	384	224	R
3wonders	Three Wonders (World 910520)	Three Wonders	Capcom	1991	MultiGame / Compilation	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	59.61	H	UNKNOWN	UNKNOWN	384	224	R
3wondersu	Three Wonders (USA 910520)	Three Wonders	Capcom	1991	MultiGame / Compilation	3wonders	3wonders	UNKNOWN	2	3	2	joy8way		UNKNOWN	59.61	H	UNKNOWN	UNKNOWN	384	224	R
3wonderu	Three Wonders (US 910520)	Three Wonders	UNKNOWN	1991	Multiplay	UNKNOWN	UNKNOWN	3wonders	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	H	4	3	384	224	R
3x3puzzl	3X3 Puzzle (Enterprise)	3X3 Puzzle	Ace Enterprise	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRUE	UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	320	240	UNKNOWN
3x3puzzla	3X3 Puzzle (Normal)	3X3 Puzzle	Ace Enterprise	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRUE	UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	320	240	UNKNOWN
4004clk																					
40love	Forty-Love (World)	Forty-Love	Taito Corporation	1984	Sports / Tennis	UNKNOWN	UNKNOWN	UNKNOWN	2	4	2	joy4way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
47pie2	Idol Janshi Suchie-Pai II (v1.1)	Idol Janshi Suchie-Pai II	Jaleco	1994	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	5	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
47pie2o	Idol Janshi Suchie-Pai II (v1.0)	Idol Janshi Suchie-Pai II	Jaleco	1994	Tabletop / Mahjong	47pie2	47pie2	UNKNOWN	1	5	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
48in1	48 in 1 MAME bootleg (set 1, ver 3.09)	48 in 1 MAME bootleg	bootleg	2004	MultiGame / Compilation	39in1	39in1	UNKNOWN	3	3	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	296	480	R
48in1a	48 in 1 MAME bootleg (set 3, ver 3.02)	48 in 1 MAME bootleg	bootleg	2004	MultiGame / Compilation	39in1	39in1	UNKNOWN	3	3	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	296	480	R
48in1b	48 in 1 MAME bootleg (set 2, ver 3.09, alt flash)	48 in 1 MAME bootleg	bootleg	2004	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	296	480	UNKNOWN
4dwarrio	4-D Warriors (315-5162)	4-D Warriors	Coreland / Sega	1985	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	224	R
4enlinea_cga	ISA8_CGA_4ENLINEA	ISA8_CGA_4ENLINEA	Cinematronics / Advanced Microcomputer Systems	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922748	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
4enlinea	Cuatro en Linea	Cuatro en Linea	Compumatic	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922748	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
4enraya	4 En Raya (set 1)	4 En Raya	IDSA	1990	Puzzle / Match	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy2way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
4enrayaa	4 En Raya (set 2)	4 En Raya	IDSA	1990	Puzzle / Match	UNKNOWN	4enraya	4enraya	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.000000	H	4	3	256	224	R
4in1	4 Fun in 1	4 Fun in 1	Armenia / Food and Fun	1981	MultiGame / Compilation	UNKNOWN	UNKNOWN	UNKNOWN	1	1	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
4in1a	4 in 1 MAME bootleg (set 1, ver 3.00)	4 in 1 MAME bootleg	bootleg	2004	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	296	480	UNKNOWN
4in1b	4 in 1 MAME bootleg (set 2)	4 in 1 MAME bootleg	bootleg	2004	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	296	480	UNKNOWN
4in1boot	Puzzle King (PacMan 2, Tetris, HyperMan 2, Snow Bros.)	Puzzle King	K1 Soft	2002	MultiGame / Compilation	UNKNOWN	UNKNOWN	UNKNOWN	3	3	2	joy8way		UNKNOWN	57.5	H	UNKNOWN	UNKNOWN	256	224	R
4psimasy	Mahjong 4P Simasyo (Japan)	Mahjong 4P Simasyo	Sphinx / AV Japan	1994	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
4rosesa	Four Roses (encrypted, set 2)	Four Roses	<unknown>	1999	Casino / Misc.	4roses	4roses	UNKNOWN	2	2	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	232	R
4roses	Four Roses (encrypted, set 1)	Four Roses	<unknown>	1999	Casino / Misc.	UNKNOWN	UNKNOWN	UNKNOWN	2	2	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	232	R
5	005	005	UNKNOWN	1981	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	59.998138	V	UNKNOWN	UNKNOWN	256	224	R
500gp	500 GP (US, 5GP3 Ver. C)	500 GP	Namco	1998	Driving / Motorbike	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	vjoy2way		UNKNOWN	59.8824	H	UNKNOWN	UNKNOWN	640	480	R
50lionr	50 Lions - Roaring Riches (20301311, NSW/ACT)	50 Lions - Roaring Riches	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
50lions	50 Lions (10120511, NSW/ACT)	50 Lions	Aristocrat	2002	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
50lionsa	50 Lions (10156111, Malaysia)	50 Lions	Aristocrat	2003	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
5acespkr	5-Aces Poker	5-Aces Poker	<unknown>	198?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	3	1>	joy8way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	480	240	R
5clowna	Five Clown (English, set 2)	Five Clown	IGS	1993	Casino / Cards	5clown	5clown	UNKNOWN	1	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	256	R
5clown	Five Clown (English, set 1)	Five Clown	IGS	1993	Casino / Cards	UNKNOWN	UNKNOWN	UNKNOWN	1	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	256	R
5clownsp	Five Clown (Spanish hack)	Five Clown	IGS	1993	Casino / Cards	5clown	5clown	UNKNOWN	1	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	256	R
5draga	5 Dragons (20161011, NSW/ACT)	5 Dragons	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
5dragons	5 Dragons (20161011, NSW/ACT, Show Program)	5 Dragons	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
5koipp	5 Koi - Power Pay (10250711, NSW/ACT)	5 Koi - Power Pay	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
600	600	600	Konami	1981	Maze / Collect	turtles	turtles	UNKNOWN	2	1	2	joy4way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
60in1	60 in 1 MAME bootleg (ver 3.00)	60 in 1 MAME bootleg	bootleg	2004	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	296	480	UNKNOWN
64streej	64th. Street - A Detective Story (Japan)	64th. Street - A Detective Story	UNKNOWN	1991	Fighter / 2.5D	UNKNOWN	UNKNOWN	64street	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	H	4	3	256	224	R
64street	64th. Street - A Detective Story (World)	64th. Street - A Detective Story	Jaleco	1991	Fighter / 2.5D	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
64streetj	64th. Street - A Detective Story (Japan, set 1)	64th. Street - A Detective Story	Jaleco	1991	Fighter / 2.5D	64street	64street	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
64streetja	64th. Street - A Detective Story (Japan, set 2)	64th. Street - A Detective Story	Jaleco	1991	Fighter / 2.5D	UNKNOWN	64street	64street	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	56.191350	H	4	3	256	224	R
68ksbc	68k Single Board Computer	68k Single Board Computer	Wichit Sirichote	2002	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	640	240	UNKNOWN
720	720 Degrees (rev 4)	720 Degrees	Atari Games	1986	Sports / Skateboarding	UNKNOWN	UNKNOWN	UNKNOWN	3	2	1	stick		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	384	R
720g	720 Degrees (German, rev 2)	720 Degrees	Atari Games	1986	Sports / Skateboarding	720	720	UNKNOWN	3	2	1	stick		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	384	R
720gr1	720 Degrees (German, rev 1)	720 Degrees	Atari Games	1986	Sports / Skateboarding	720	720	UNKNOWN	3	2	1	stick		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	384	R
720r1	720 Degrees (rev 1)	720 Degrees	Atari Games	1986	Sports / Skateboarding	720	720	UNKNOWN	3	2	1	stick		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	384	R
720r2	720 Degrees (rev 2)	720 Degrees	Atari Games	1986	Sports / Skateboarding	720	720	UNKNOWN	3	2	1	stick		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	384	R
720r3	720 Degrees (rev 3)	720 Degrees	Atari Games	1986	Sports / Skateboarding	720	720	UNKNOWN	3	2	1	stick		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	384	R
7jigen	7jigen no Youseitachi - Mahjong 7 Dimensions (Japan)	7jigen no Youseitachi - Mahjong 7 Dimensions	Dynax	1990	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	508	240	R
7mezzo	7 e Mezzo	7 e Mezzo	<unknown>	198?	Tabletop / Cards	UNKNOWN	UNKNOWN	UNKNOWN	2	7	1	dial		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	232	R
7ordi	7 Ordi (Korea)	7 Ordi	Yun Sung	2002	Casino / Cards	UNKNOWN	UNKNOWN	UNKNOWN	1	6	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
7smash	7 Smash	7 Smash	Sovic	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	256	UNKNOWN
7toitsu	Chi-Toitsu	Chi-Toitsu	Yuga	1988	Tabletop / Mahjong	mgakuen	mgakuen	UNKNOWN	1	9	2	trackball	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	240	R
800fath	800 Fathoms	800 Fathoms	Amenip (US Billiards Inc. license)	1981	Shooter / Misc. Horizontal	mariner	mariner	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
86lions	86 Lions	86 Lions	Aristocrat	1985	Slot Machine / Video Slot	UNKNOWN	UNKNOWN	UNKNOWN	4	6	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	304	216	R
88games	'88 Games	'88 Games	Konami	1988	Sports / Track & Field	UNKNOWN	UNKNOWN	UNKNOWN	2	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
8ball1	Video Eight Ball (Rev.1)	Video Eight Ball	Century Electronics	1982	Sports / Pool	8ball	8ball	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	240	248	R
8ballact2	Eight Ball Action (DKJr conversion)	Eight Ball Action	Seatongrove Ltd (Magic Electronics USA license)	1984	Sports / Pool	8ballact	8ballact	UNKNOWN	1	1	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
8ballact	Eight Ball Action (DK conversion)	Eight Ball Action	Seatongrove Ltd (Magic Electronics USA license)	1984	Sports / Pool	UNKNOWN	UNKNOWN	UNKNOWN	1	1	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
8ballat2	Eight Ball Action (DKJr conversion)	Eight Ball Action	UNKNOWN	1984	Sports / Pool	UNKNOWN	UNKNOWN	8ballact	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	V	3	4	256	224	R
8ball	Video Eight Ball	Video Eight Ball	Century Electronics	1982	Sports / Pool	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	240	248	R
8bpm	Eight Ball Action (Pac-Man conversion)	Eight Ball Action	Seatongrove Ltd (Magic Electronics USA license)	1985	Sports / Pool	8ballact	8ballact	UNKNOWN	2	2	2	joy4way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
98best44	Neo Print - '98 NeoPri Best 44 (Japan) (T4i 3.07)	Neo Print - '98 NeoPri Best 44	SNK	1998	Misc. / Print Club	UNKNOWN	UNKNOWN	UNKNOWN	2	4	1	joy8way		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	320	224	R
990189																					
990189v	TM 990/189 University Board microcomputer with Video Board Interface	TM 990/189 University Board microcomputer with Video Board Interface	Texas Instruments	1980	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922738	H	UNKNOWN	UNKNOWN	280	216	UNKNOWN
