zzyzzyxx2.rom	game.name	game.name.short	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	game.mature	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
satansat	Satan of Saturn (set 1)	Satan of Saturn	SNK	1981	Shooter / Gallery	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy2way		UNKNOWN	61	V	UNKNOWN	UNKNOWN	256	224	R
saturneu	Saturn (PAL)	Saturn	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.764793	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
saturnjp	Saturn (Japan)	Saturn	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.764793	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
saturn	Saturn (USA)	Saturn	Sega	1994	Game Console / Home Videogame	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	224	R
saturnzi	Saturn	Saturn	Zilec Electronics / Jaleco	1983	Shooter / Gallery	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.000000	V	3	4	256	224	R
saurop	Sauro (Philko license)	Sauro	Tecfri (Philko license)	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	55.720000	H	UNKNOWN	UNKNOWN	240	224	UNKNOWN
saurorr	Sauro (Recreativos Real S.A. license)	Sauro	Tecfri (Recreativos Real S.A. license)	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	55.720000	H	UNKNOWN	UNKNOWN	240	224	UNKNOWN
sauro	Sauro	Sauro	Tecfri	1987	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	55.72	H	UNKNOWN	UNKNOWN	240	224	R
savagere	Savage Reign / Fu'un Mokushiroku - Kakutou Sousei	Savage Reign / Fu'un Mokushiroku - Kakutou Sousei	SNK	1995	Fighter / Versus	neogeo	neogeo	UNKNOWN	2	4	2	joy8way		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	320	224	R
savanna	Savanna (Jungler bootleg)	Savanna	bootleg (Olympia)	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	288	224	UNKNOWN
